"chr"	"start"	"end"	"strand"	"transcript_id"	"gene_id"	"class_code"	"gene_name"	"ensembl"
"1"	78889483	78901610	"+"	"MSTRG.305.1"	" MSTRG.305"	" j"	" Pnmal1"	" ENSRNOT00000029825"
"1"	78893110	78901610	"+"	"MSTRG.305.2"	" MSTRG.305"	" j"	" Pnmal1"	" ENSRNOT00000029825"
"1"	78893258	78901610	"+"	"MSTRG.305.3"	" MSTRG.305"	" j"	" Pnmal1"	" ENSRNOT00000029825"
"1"	78922890	78927707	"+"	"MSTRG.306.1"	" MSTRG.306"	" u"	NA	NA
"1"	79727807	79728010	"+"	"MSTRG.308.1"	" MSTRG.308"	" c"	" AC093995.1"	" ENSRNOT00000034790"
"1"	79729084	79729299	"+"	"MSTRG.309.1"	" MSTRG.309"	" p"	" AC093995.2"	" ENSRNOT00000084189"
"1"	79831733	79879590	"+"	"MSTRG.310.1"	" MSTRG.310"	" c"	" Nova2"	" ENSRNOT00000057965"
"1"	79898522	79911513	"+"	"MSTRG.311.1"	" MSTRG.311"	" j"	" Mypop"	" ENSRNOT00000019069"
"1"	79931166	79959430	"+"	"MSTRG.312.1"	" MSTRG.312"	" ="	" Sympk"	" ENSRNOT00000084985"
"1"	79981355	79998067	"+"	"MSTRG.314.1"	" MSTRG.314"	" j"	" Dmpk"	" ENSRNOT00000020428"
"1"	79981399	79988000	"+"	"MSTRG.314.2"	" MSTRG.314"	" j"	" Dmwd"	" ENSRNOT00000020134"
"1"	79998499	79999383	"+"	"MSTRG.313.1"	" MSTRG.313"	" o"	" Dmpk"	" ENSRNOT00000020428"
"1"	80056755	80059996	"+"	"MSTRG.316.1"	" MSTRG.316"	" ="	" Snrpd2"	" ENSRNOT00000021221"
"1"	80087044	80119028	"+"	"MSTRG.318.1"	" MSTRG.318"	" j"	" Eml2"	" ENSRNOT00000041215"
"1"	80087055	80119024	"+"	"MSTRG.318.2"	" MSTRG.318"	" j"	" Eml2"	" ENSRNOT00000041215"
"1"	80087684	80119050	"+"	"MSTRG.318.3"	" MSTRG.318"	" ="	" Eml2"	" ENSRNOT00000041215"
"1"	80089137	80119050	"+"	"MSTRG.318.4"	" MSTRG.318"	" j"	" Eml2"	" ENSRNOT00000041215"
"1"	80092403	80119012	"+"	"MSTRG.318.5"	" MSTRG.318"	" ="	" Eml2"	" ENSRNOT00000078336"
"1"	80141630	80160145	"+"	"MSTRG.317.1"	" MSTRG.317"	" ="	" Opa3"	" ENSRNOT00000029552"
"1"	80195532	80208448	"+"	"MSTRG.320.1"	" MSTRG.320"	" ="	" Rtn2"	" ENSRNOT00000022528"
"1"	80256973	80268198	"+"	"MSTRG.321.1"	" MSTRG.321"	" ="	" Ercc1"	" ENSRNOT00000024113"
"1"	80293565	80307368	"+"	"MSTRG.323.1"	" MSTRG.323"	" j"	" Ercc2"	" ENSRNOT00000024246"
"1"	80293577	80307330	"+"	"MSTRG.323.2"	" MSTRG.323"	" j"	" Ercc2"	" ENSRNOT00000024246"
"1"	80417310	80424445	"+"	"MSTRG.325.1"	" MSTRG.325"	" ="	" Trappc6a"	" ENSRNOT00000023652"
"1"	80920747	80940040	"+"	"MSTRG.334.1"	" MSTRG.334"	" ="	" Zfp180"	" ENSRNOT00000026077"
"1"	80982442	80982960	"+"	"MSTRG.335.1"	" MSTRG.335"	" o"	" AABR07002683.1"	" ENSRNOT00000078462"
"1"	80983954	80984231	"+"	"MSTRG.336.1"	" MSTRG.336"	" o"	" AABR07002683.1"	" ENSRNOT00000078462"
"1"	81088382	81088743	"+"	"MSTRG.338.1"	" MSTRG.338"	" i"	" AC118165.1"	" ENSRNOT00000081983"
"1"	81260175	81282951	"+"	"MSTRG.341.1"	" MSTRG.341"	" j"	" Smg9"	" ENSRNOT00000026669"
"1"	81291261	81370109	"+"	"MSTRG.343.1"	" MSTRG.343"	" j"	" Cadm4"	" ENSRNOT00000026793"
"1"	81352536	81370056	"+"	"MSTRG.343.2"	" MSTRG.343"	" j"	" Cadm4"	" ENSRNOT00000026793"
"1"	81370323	81370637	"+"	"MSTRG.344.1"	" MSTRG.344"	" p"	" Cadm4"	" ENSRNOT00000026793"
"1"	81373309	81382090	"+"	"MSTRG.345.1"	" MSTRG.345"	" j"	" Zfp428"	" ENSRNOT00000088829"
"1"	81373340	81382071	"+"	"MSTRG.345.2"	" MSTRG.345"	" ="	" Zfp428"	" ENSRNOT00000026814"
"1"	81395841	81399386	"+"	"MSTRG.342.1"	" MSTRG.342"	" ="	" Irgq"	" ENSRNOT00000072750"
"1"	81413353	81441678	"+"	"MSTRG.346.1"	" MSTRG.346"	" ="	" Xrcc1"	" ENSRNOT00000027057"
"1"	81456984	81472097	"+"	"MSTRG.347.1"	" MSTRG.347"	" ="	" Ethe1"	" ENSRNOT00000027075"
"1"	81750928	81756627	"+"	"MSTRG.348.1"	" MSTRG.348"	" ="	" Rps19"	" ENSRNOT00000027246"
"1"	81779327	81797668	"+"	"MSTRG.350.1"	" MSTRG.350"	" j"	" Arhgef1"	" ENSRNOT00000080840"
"1"	81952067	81957329	"+"	"MSTRG.353.1"	" MSTRG.353"	" ="	" Zfp574"	" ENSRNOT00000079847"
"1"	81952227	81958993	"+"	"MSTRG.353.2"	" MSTRG.353"	" j"	" Zfp574"	" ENSRNOT00000079847"
"1"	82136374	82163009	"+"	"MSTRG.357.1"	" MSTRG.357"	" j"	" Cic"	" ENSRNOT00000091357"
"1"	82142080	82163005	"+"	"MSTRG.357.3"	" MSTRG.357"	" j"	" Cic"	" ENSRNOT00000091357"
"1"	82142080	82163005	"+"	"MSTRG.357.2"	" MSTRG.357"	" j"	" Cic"	" ENSRNOT00000091357"
"1"	82151593	82163009	"+"	"MSTRG.357.4"	" MSTRG.357"	" j"	" Cic"	" ENSRNOT00000091357"
"1"	82151669	82163005	"+"	"MSTRG.357.5"	" MSTRG.357"	" ="	" Cic"	" ENSRNOT00000091357"
"1"	82174451	82184068	"+"	"MSTRG.358.1"	" MSTRG.358"	" ="	" Tmem145"	" ENSRNOT00000027783"
"1"	82184769	82234026	"+"	"MSTRG.359.1"	" MSTRG.359"	" j"	" Megf8"	" ENSRNOT00000077313"
"1"	82185034	82234045	"+"	"MSTRG.359.2"	" MSTRG.359"	" ="	" Megf8"	" ENSRNOT00000077313"
"1"	82413037	82419131	"+"	"MSTRG.364.1"	" MSTRG.364"	" ="	" Atp5sl"	" ENSRNOT00000027960"
"1"	82452469	82461606	"+"	"MSTRG.365.1"	" MSTRG.365"	" ="	" Exosc5"	" ENSRNOT00000028026"
"1"	82473737	82479900	"+"	"MSTRG.361.1"	" MSTRG.361"	" ="	" B9d2"	" ENSRNOT00000028029"
"1"	84044551	84067154	"+"	"MSTRG.374.1"	" MSTRG.374"	" ="	" Adck4"	" ENSRNOT00000028290"
"1"	84068132	84091671	"+"	"MSTRG.375.1"	" MSTRG.375"	" ="	" Numbl"	" ENSRNOT00000090478"
"1"	84256061	84256290	"+"	"MSTRG.377.1"	" MSTRG.377"	" o"	" Blvrb"	" ENSRNOT00000031026"
"1"	84268462	84273979	"+"	"MSTRG.378.1"	" MSTRG.378"	" j"	" Blvrb"	" ENSRNOT00000031026"
"1"	84268462	84278298	"+"	"MSTRG.378.2"	" MSTRG.378"	" j"	" Blvrb"	" ENSRNOT00000031026"
"1"	84361736	84385727	"+"	"MSTRG.382.1"	" MSTRG.382"	" ="	" RGD1307554"	" ENSRNOT00000077968"
"1"	84400968	84461627	"+"	"MSTRG.380.1"	" MSTRG.380"	" j"	" Akt2"	" ENSRNOT00000025303"
"1"	84470829	84473011	"+"	"MSTRG.383.1"	" MSTRG.383"	" ="	" Ttc9b"	" ENSRNOT00000025472"
"1"	84529049	84545066	"+"	"MSTRG.385.1"	" MSTRG.385"	" j"	" LOC100909824"	" ENSRNOT00000073966"
"1"	84573496	84573959	"+"	"MSTRG.386.1"	" MSTRG.386"	" ="	" RGD1565183"	" ENSRNOT00000057158"
"1"	84576130	84598197	"+"	"MSTRG.387.1"	" MSTRG.387"	" j"	" LOC100910046"	" ENSRNOT00000032933"
"1"	85108023	85128873	"+"	"MSTRG.391.1"	" MSTRG.391"	" j"	" Dyrk1b"	" ENSRNOT00000087157"
"1"	85113721	85131771	"+"	"MSTRG.391.2"	" MSTRG.391"	" j"	" Dyrk1b"	" ENSRNOT00000087157"
"1"	85337805	85362241	"+"	"MSTRG.393.1"	" MSTRG.393"	" ="	" Samd4b"	" ENSRNOT00000026839"
"1"	85368288	85373691	"+"	"MSTRG.395.1"	" MSTRG.395"	" ="	" Med29"	" ENSRNOT00000026720"
"1"	85380095	85382607	"+"	"MSTRG.396.1"	" MSTRG.396"	" ="	" Zfp36"	" ENSRNOT00000090129"
"1"	85433222	85433519	"+"	"MSTRG.397.1"	" MSTRG.397"	" u"	NA	NA
"1"	85437754	85466865	"+"	"MSTRG.400.1"	" MSTRG.400"	" j"	" Supt5h"	" ENSRNOT00000048905"
"1"	85437756	85460320	"+"	"MSTRG.400.2"	" MSTRG.400"	" j"	" Supt5h"	" ENSRNOT00000048905"
"1"	85470846	85480818	"+"	"MSTRG.399.1"	" MSTRG.399"	" ="	" Timm50"	" ENSRNOT00000057096"
"1"	85678891	85707087	"+"	"MSTRG.408.1"	" MSTRG.408"	" u"	NA	NA
"1"	85716797	85727517	"+"	"MSTRG.409.1"	" MSTRG.409"	" u"	NA	NA
"1"	85760096	85826670	"+"	"MSTRG.410.1"	" MSTRG.410"	" u"	NA	NA
"1"	85802498	85808573	"+"	"MSTRG.411.1"	" MSTRG.411"	" u"	NA	NA
"1"	85827830	85835492	"+"	"MSTRG.412.1"	" MSTRG.412"	" u"	NA	NA
"1"	85836246	85837743	"+"	"MSTRG.413.1"	" MSTRG.413"	" u"	NA	NA
"1"	85838262	85839356	"+"	"MSTRG.414.1"	" MSTRG.414"	" u"	NA	NA
"1"	85840824	85843639	"+"	"MSTRG.415.1"	" MSTRG.415"	" u"	NA	NA
"1"	85853708	85858866	"+"	"MSTRG.416.1"	" MSTRG.416"	" u"	NA	NA
"1"	85859244	85861903	"+"	"MSTRG.417.1"	" MSTRG.417"	" u"	NA	NA
"1"	85862396	85882842	"+"	"MSTRG.418.1"	" MSTRG.418"	" u"	NA	NA
"1"	85886124	85911056	"+"	"MSTRG.419.1"	" MSTRG.419"	" u"	NA	NA
"1"	85912328	85913598	"+"	"MSTRG.420.1"	" MSTRG.420"	" u"	NA	NA
"1"	85914860	85927259	"+"	"MSTRG.401.1"	" MSTRG.401"	" u"	NA	NA
"1"	85928463	85940807	"+"	"MSTRG.402.1"	" MSTRG.402"	" u"	NA	NA
"1"	85967753	85976858	"+"	"MSTRG.403.1"	" MSTRG.403"	" u"	NA	NA
"1"	86877698	86878682	"+"	"MSTRG.404.1"	" MSTRG.404"	" i"	" Fbxo27"	" ENSRNOT00000071239"
"1"	86923591	86935904	"+"	"MSTRG.405.1"	" MSTRG.405"	" ="	" Sars2"	" ENSRNOT00000027166"
"1"	86948868	86971958	"+"	"MSTRG.407.1"	" MSTRG.407"	" j"	" Sirt2"	" ENSRNOT00000084839"
"1"	86948918	86971495	"+"	"MSTRG.407.2"	" MSTRG.407"	" ="	" Sirt2"	" ENSRNOT00000084839"
"1"	86994066	87016010	"+"	"MSTRG.421.1"	" MSTRG.421"	" j"	" Hnrnpl"	" ENSRNOT00000027494"
"1"	86996093	87006776	"+"	"MSTRG.421.2"	" MSTRG.421"	" ="	" Hnrnpl"	" ENSRNOT00000027494"
"1"	86996101	87008632	"+"	"MSTRG.421.3"	" MSTRG.421"	" j"	" Hnrnpl"	" ENSRNOT00000027494"
"1"	87180621	87190790	"+"	"MSTRG.422.1"	" MSTRG.422"	" j"	" LOC103689986"	" ENSRNOT00000056933"
"1"	87180624	87191185	"+"	"MSTRG.422.2"	" MSTRG.422"	" ="	" LOC103689986"	" ENSRNOT00000056933"
"1"	87228335	87232864	"+"	"MSTRG.423.1"	" MSTRG.423"	" j"	" Ppp1r14a"	" ENSRNOT00000028070"
"1"	87248489	87258070	"+"	"MSTRG.426.1"	" MSTRG.426"	" ="	" Dpf1"	" ENSRNOT00000028091"
"1"	87248505	87258069	"+"	"MSTRG.426.2"	" MSTRG.426"	" j"	" Dpf1"	" ENSRNOT00000028091"
"1"	87248735	87258083	"+"	"MSTRG.426.3"	" MSTRG.426"	" j"	" Dpf1"	" ENSRNOT00000028091"
"1"	87248808	87258069	"+"	"MSTRG.426.4"	" MSTRG.426"	" j"	" Dpf1"	" ENSRNOT00000028091"
"1"	87647021	87650280	"+"	"MSTRG.428.1"	" MSTRG.428"	" o"	" LOC102547059"	" ENSRNOT00000077161"
"1"	87655618	87662040	"+"	"MSTRG.429.1"	" MSTRG.429"	" ="	" LOC102547059"	" ENSRNOT00000035994"
"1"	87696916	87710530	"+"	"MSTRG.430.1"	" MSTRG.430"	" j"	" LOC102547059"	" ENSRNOT00000028158"
"1"	88182155	88192969	"+"	"MSTRG.438.1"	" MSTRG.438"	" ="	" Yif1b"	" ENSRNOT00000083176"
"1"	88182410	88192579	"+"	"MSTRG.438.2"	" MSTRG.438"	" j"	" Yif1b"	" ENSRNOT00000083176"
"1"	88442033	88456072	"+"	"MSTRG.432.1"	" MSTRG.432"	" o"	" LOC102549115"	" ENSRNOT00000074301"
"1"	88457594	88465110	"+"	"MSTRG.431.1"	" MSTRG.431"	" ="	" Zfp260"	" ENSRNOT00000049877"
"1"	88686731	88688258	"+"	"MSTRG.444.1"	" MSTRG.444"	" ="	" Polr2i"	" ENSRNOT00000028222"
"1"	88750415	88766517	"+"	"MSTRG.447.1"	" MSTRG.447"	" j"	" Clip3"	" ENSRNOT00000028247"
"1"	88750462	88766518	"+"	"MSTRG.447.2"	" MSTRG.447"	" ="	" Clip3"	" ENSRNOT00000028247"
"1"	88766872	88772242	"+"	"MSTRG.445.1"	" MSTRG.445"	" ="	" LOC100912458"	" ENSRNOT00000051259"
"1"	88875375	88879303	"+"	"MSTRG.448.1"	" MSTRG.448"	" ="	" Tyrobp"	" ENSRNOT00000028284"
"1"	88991957	88992188	"+"	"MSTRG.451.1"	" MSTRG.451"	" u"	NA	NA
"1"	89007258	89010308	"+"	"MSTRG.453.1"	" MSTRG.453"	" j"	" Hspb6"	" ENSRNOT00000028401"
"1"	89008117	89010256	"+"	"MSTRG.453.2"	" MSTRG.453"	" ="	" Hspb6"	" ENSRNOT00000028401"
"1"	89017470	89020425	"+"	"MSTRG.456.1"	" MSTRG.456"	" ="	" U2af1l4"	" ENSRNOT00000038154"
"1"	89264341	89264626	"+"	"MSTRG.460.1"	" MSTRG.460"	" u"	NA	NA
"1"	89362661	89366839	"+"	"MSTRG.461.1"	" MSTRG.461"	" u"	NA	NA
"1"	89489963	89502974	"+"	"MSTRG.465.1"	" MSTRG.465"	" ="	" Lgi4"	" ENSRNOT00000028632"
"1"	90194317	90194562	"+"	"MSTRG.474.1"	" MSTRG.474"	" u"	NA	NA
"1"	90788327	90810087	"+"	"MSTRG.480.1"	" MSTRG.480"	" x"	" AABR07002967.2"	" ENSRNOT00000083816"
"1"	90820647	91285136	"+"	"MSTRG.487.1"	" MSTRG.487"	" j"	" AABR07002969.1"	" ENSRNOT00000077404"
"1"	90918098	90921049	"+"	"MSTRG.488.1"	" MSTRG.488"	" j"	" Capns1"	" ENSRNOT00000081362"
"1"	91042635	91048483	"+"	"MSTRG.492.1"	" MSTRG.492"	" ="	" Tbcb"	" ENSRNOT00000028211"
"1"	91070414	91071062	"+"	"MSTRG.494.1"	" MSTRG.494"	" u"	NA	NA
"1"	91168429	91172693	"+"	"MSTRG.495.1"	" MSTRG.495"	" u"	NA	NA
"1"	91363492	91366164	"+"	"MSTRG.482.1"	" MSTRG.482"	" ="	" Cebpa"	" ENSRNOT00000014517"
"1"	91433030	91448564	"+"	"MSTRG.483.1"	" MSTRG.483"	" ="	" Slc7a10"	" ENSRNOT00000015205"
"1"	91596372	91657379	"+"	"MSTRG.486.1"	" MSTRG.486"	" j"	" Rhpn2"	" ENSRNOT00000016148"
"1"	91746406	91746746	"+"	"MSTRG.497.1"	" MSTRG.497"	" o"	" AC136661.1"	" ENSRNOT00000047772"
"1"	91856950	91905103	"+"	"MSTRG.501.1"	" MSTRG.501"	" j"	" Ankrd27"	" ENSRNOT00000077993"
"1"	91906770	91958755	"+"	"MSTRG.499.1"	" MSTRG.499"	" j"	" Ankrd27"	" ENSRNOT00000077993"
"1"	93239952	93242530	"+"	"MSTRG.504.1"	" MSTRG.504"	" o"	" RGD1562402"	" ENSRNOT00000013741"
"1"	94574231	94587846	"+"	"MSTRG.508.2"	" MSTRG.508"	" j"	" LOC690000"	" ENSRNOT00000020079"
"1"	94574231	94587846	"+"	"MSTRG.508.1"	" MSTRG.508"	" j"	" LOC690000"	" ENSRNOT00000020079"
"1"	94987851	94988938	"+"	"MSTRG.510.1"	" MSTRG.510"	" o"	" AABR07003049.1"	" ENSRNOT00000056539"
"1"	97632473	97662626	"+"	"MSTRG.511.1"	" MSTRG.511"	" ="	" Vstm2b"	" ENSRNOT00000023671"
"1"	97929519	97929739	"+"	"MSTRG.512.1"	" MSTRG.512"	" u"	NA	NA
"1"	98211530	98233411	"+"	"MSTRG.513.1"	" MSTRG.513"	" j"	" LOC102555672"	" ENSRNOT00000019278"
"1"	99415045	99415267	"+"	"MSTRG.516.1"	" MSTRG.516"	" p"	" AABR07003233.1"	" ENSRNOT00000073680"
"1"	99762209	99769493	"+"	"MSTRG.517.1"	" MSTRG.517"	" j"	" Klk6"	" ENSRNOT00000065876"
"1"	99762253	99769488	"+"	"MSTRG.517.2"	" MSTRG.517"	" ="	" Klk6"	" ENSRNOT00000065876"
"1"	100220789	100226792	"+"	"MSTRG.518.1"	" MSTRG.518"	" j"	" Fv1"	" ENSRNOT00000025846"
"1"	100297152	100344377	"+"	"MSTRG.525.1"	" MSTRG.525"	" ="	" Shank1"	" ENSRNOT00000026100"
"1"	100297170	100338319	"+"	"MSTRG.525.3"	" MSTRG.525"	" j"	" Shank1"	" ENSRNOT00000026100"
"1"	100297170	100343976	"+"	"MSTRG.525.2"	" MSTRG.525"	" j"	" Shank1"	" ENSRNOT00000026100"
"1"	100297170	100345355	"+"	"MSTRG.525.4"	" MSTRG.525"	" j"	" Shank1"	" ENSRNOT00000026100"
"1"	100297336	100345355	"+"	"MSTRG.525.5"	" MSTRG.525"	" j"	" Shank1"	" ENSRNOT00000026100"
"1"	100298145	100345355	"+"	"MSTRG.525.6"	" MSTRG.525"	" j"	" Shank1"	" ENSRNOT00000026100"
"1"	100299635	100343385	"+"	"MSTRG.525.7"	" MSTRG.525"	" ="	" Shank1"	" ENSRNOT00000044257"
"1"	100345967	100346337	"+"	"MSTRG.519.1"	" MSTRG.519"	" x"	" RGD1309036"	" ENSRNOT00000056420"
"1"	100393303	100408083	"+"	"MSTRG.520.1"	" MSTRG.520"	" ="	" Syt3"	" ENSRNOT00000026251"
"1"	100393304	100407890	"+"	"MSTRG.520.2"	" MSTRG.520"	" j"	" Syt3"	" ENSRNOT00000026251"
"1"	100446373	100447655	"+"	"MSTRG.521.1"	" MSTRG.521"	" u"	NA	NA
"1"	100447915	100468117	"+"	"MSTRG.522.1"	" MSTRG.522"	" j"	" Lrrc4b"	" ENSRNOT00000026259"
"1"	100447998	100468868	"+"	"MSTRG.522.2"	" MSTRG.522"	" ="	" Lrrc4b"	" ENSRNOT00000026259"
"1"	100473578	100477359	"+"	"MSTRG.523.1"	" MSTRG.523"	" j"	" Josd2"	" ENSRNOT00000026379"
"1"	100473643	100477351	"+"	"MSTRG.523.2"	" MSTRG.523"	" ="	" Josd2"	" ENSRNOT00000026379"
"1"	100590033	100607855	"+"	"MSTRG.529.1"	" MSTRG.529"	" j"	" Kcnc3"	" ENSRNOT00000027062"
"1"	100593478	100608017	"+"	"MSTRG.529.3"	" MSTRG.529"	" j"	" Kcnc3"	" ENSRNOT00000027062"
"1"	100593478	100608017	"+"	"MSTRG.529.2"	" MSTRG.529"	" j"	" Kcnc3"	" ENSRNOT00000027062"
"1"	100593680	100605267	"+"	"MSTRG.529.5"	" MSTRG.529"	" ="	" Kcnc3"	" ENSRNOT00000078153"
"1"	100593680	100607874	"+"	"MSTRG.529.4"	" MSTRG.529"	" ="	" Kcnc3"	" ENSRNOT00000027063"
"1"	100675838	100676425	"+"	"MSTRG.527.1"	" MSTRG.527"	" ="	" RGD1563905"	" ENSRNOT00000071025"
"1"	100755682	100783004	"+"	"MSTRG.528.1"	" MSTRG.528"	" ="	" Vrk3"	" ENSRNOT00000035748"
"1"	100755907	100783029	"+"	"MSTRG.528.2"	" MSTRG.528"	" j"	" Vrk3"	" ENSRNOT00000035748"
"1"	100811755	100827111	"+"	"MSTRG.533.1"	" MSTRG.533"	" ="	" Nup62"	" ENSRNOT00000074847"
"1"	100845563	100851960	"+"	"MSTRG.535.1"	" MSTRG.535"	" ="	" Akt1s1"	" ENSRNOT00000027478"
"1"	100891848	100896550	"+"	"MSTRG.537.1"	" MSTRG.537"	" ="	" Fuz"	" ENSRNOT00000083336"
"1"	100992218	100997202	"+"	"MSTRG.541.1"	" MSTRG.541"	" j"	" Irf3"	" ENSRNOT00000027786"
"1"	100992405	100997198	"+"	"MSTRG.541.2"	" MSTRG.541"	" ="	" Irf3"	" ENSRNOT00000027786"
"1"	101015179	101016792	"+"	"MSTRG.543.1"	" MSTRG.543"	" j"	" Rras"	" ENSRNOT00000027809"
"1"	101055565	101072509	"+"	"MSTRG.545.1"	" MSTRG.545"	" j"	" Nosip"	" ENSRNOT00000079189"
"1"	101161252	101173174	"+"	"MSTRG.551.1"	" MSTRG.551"	" ="	" Slc17a7"	" ENSRNOT00000028064"
"1"	101165631	101173231	"+"	"MSTRG.551.2"	" MSTRG.551"	" j"	" Slc17a7"	" ENSRNOT00000064184"
"1"	101427195	101447092	"+"	"MSTRG.557.1"	" MSTRG.557"	" ="	" Gys1"	" ENSRNOT00000028271"
"1"	101554642	101572080	"+"	"MSTRG.561.1"	" MSTRG.561"	" ="	" Bcat2"	" ENSRNOT00000028474"
"1"	101681966	101687351	"+"	"MSTRG.562.1"	" MSTRG.562"	" ="	" Car11"	" ENSRNOT00000028540"
"1"	101687855	101692854	"+"	"MSTRG.563.1"	" MSTRG.563"	" ="	" Dbp"	" ENSRNOT00000028546"
"1"	101690476	101692853	"+"	"MSTRG.563.2"	" MSTRG.563"	" j"	" Dbp"	" ENSRNOT00000028546"
"1"	101700828	101703599	"+"	"MSTRG.565.1"	" MSTRG.565"	" j"	" Rpl18"	" ENSRNOT00000028555"
"1"	101773049	101783538	"+"	"MSTRG.566.1"	" MSTRG.566"	" x"	" Sult2b1"	" ENSRNOT00000067430"
"1"	101783621	101792810	"+"	"MSTRG.567.1"	" MSTRG.567"	" ="	" Lmtk3"	" ENSRNOT00000067679"
"1"	101859346	101870232	"+"	"MSTRG.571.1"	" MSTRG.571"	" ="	" Kdelr1"	" ENSRNOT00000028627"
"1"	101884276	101899460	"+"	"MSTRG.573.1"	" MSTRG.573"	" ="	" Tmem143"	" ENSRNOT00000082917"
"1"	102017263	102068870	"+"	"MSTRG.575.1"	" MSTRG.575"	" ="	" Nomo1"	" ENSRNOT00000028680"
"1"	102414625	102456732	"+"	"MSTRG.577.1"	" MSTRG.577"	" ="	" Kcnc1"	" ENSRNOT00000089488"
"1"	102849624	102879095	"+"	"MSTRG.580.1"	" MSTRG.580"	" j"	" Gtf2h1"	" ENSRNOT00000066791"
"1"	102900286	102909707	"+"	"MSTRG.581.1"	" MSTRG.581"	" ="	" Ldha"	" ENSRNOT00000017468"
"1"	103172987	103177417	"+"	"MSTRG.585.1"	" MSTRG.585"	" ="	" Tmem86a"	" ENSRNOT00000018688"
"1"	104106244	104127899	"+"	"MSTRG.587.1"	" MSTRG.587"	" j"	" Zdhhc13"	" ENSRNOT00000019175"
"1"	104132790	104145112	"+"	"MSTRG.588.1"	" MSTRG.588"	" j"	" Zdhhc13"	" ENSRNOT00000019175"
"1"	104575911	104941580	"+"	"MSTRG.589.1"	" MSTRG.589"	" j"	" Nav2"	" ENSRNOT00000078477"
"1"	105113595	105200259	"+"	"MSTRG.590.1"	" MSTRG.590"	" ="	" Prmt3"	" ENSRNOT00000020853"
"1"	105113658	105200470	"+"	"MSTRG.590.2"	" MSTRG.590"	" ="	" Prmt3"	" ENSRNOT00000079655"
"1"	105348977	106218967	"+"	"MSTRG.591.1"	" MSTRG.591"	" j"	" Nell1"	" ENSRNOT00000056030"
"1"	105349069	106218958	"+"	"MSTRG.591.2"	" MSTRG.591"	" ="	" Nell1"	" ENSRNOT00000056030"
"1"	106995458	107038710	"+"	"MSTRG.592.1"	" MSTRG.592"	" j"	" Slc17a6"	" ENSRNOT00000022383"
"1"	111849379	112057284	"+"	"MSTRG.594.2"	" MSTRG.594"	" u"	NA	NA
"1"	111849379	112078698	"+"	"MSTRG.594.1"	" MSTRG.594"	" u"	NA	NA
"1"	112848723	112849329	"+"	"MSTRG.598.1"	" MSTRG.598"	" i"	" Gabra5"	" ENSRNOT00000083894"
"1"	113034266	113265364	"+"	"MSTRG.599.1"	" MSTRG.599"	" ="	" Gabrb3"	" ENSRNOT00000077594"
"1"	113419690	113532073	"+"	"MSTRG.600.1"	" MSTRG.600"	" j"	" Luzp2"	" ENSRNOT00000033811"
"1"	113419721	113532236	"+"	"MSTRG.600.2"	" MSTRG.600"	" j"	" Luzp2"	" ENSRNOT00000033811"
"1"	113419725	113527735	"+"	"MSTRG.600.3"	" MSTRG.600"	" ="	" Luzp2"	" ENSRNOT00000033811"
"1"	114186926	114225191	"+"	"MSTRG.601.1"	" MSTRG.601"	" j"	" Tubgcp5"	" ENSRNOT00000055989"
"1"	114258793	114347137	"+"	"MSTRG.602.1"	" MSTRG.602"	" ="	" Cyfip1"	" ENSRNOT00000016376"
"1"	114453054	114653793	"+"	"MSTRG.606.1"	" MSTRG.606"	" ="	" Herc2"	" ENSRNOT00000090796"
"1"	115975428	116141884	"+"	"MSTRG.605.1"	" MSTRG.605"	" c"	" Atp10a"	" ENSRNOT00000080907"
"1"	116587824	116675909	"+"	"MSTRG.609.1"	" MSTRG.609"	" j"	" Ube3a"	" ENSRNOT00000021366"
"1"	116589542	116683260	"+"	"MSTRG.609.2"	" MSTRG.609"	" j"	" Ube3a"	" ENSRNOT00000021366"
"1"	116593154	116683267	"+"	"MSTRG.609.3"	" MSTRG.609"	" j"	" Ube3a"	" ENSRNOT00000021366"
"1"	116965031	116965565	"+"	"MSTRG.613.1"	" MSTRG.613"	" u"	NA	NA
"1"	117314747	117316990	"+"	"MSTRG.607.1"	" MSTRG.607"	" u"	NA	NA
"1"	117998482	118015065	"+"	"MSTRG.615.1"	" MSTRG.615"	" u"	NA	NA
"1"	121377187	121379058	"+"	"MSTRG.632.1"	" MSTRG.632"	" o"	" AABR07003941.1"	" ENSRNOT00000086621"
"1"	121380018	121495583	"+"	"MSTRG.633.5"	" MSTRG.633"	" o"	" AABR07003941.7"	" ENSRNOT00000090934"
"1"	121380018	121495583	"+"	"MSTRG.633.3"	" MSTRG.633"	" o"	" AABR07003941.7"	" ENSRNOT00000090934"
"1"	121380018	121577701	"+"	"MSTRG.633.4"	" MSTRG.633"	" o"	" AABR07003941.7"	" ENSRNOT00000090934"
"1"	121380018	121577701	"+"	"MSTRG.633.2"	" MSTRG.633"	" o"	" AABR07003941.7"	" ENSRNOT00000090934"
"1"	121380018	121577701	"+"	"MSTRG.633.1"	" MSTRG.633"	" o"	" AABR07003941.7"	" ENSRNOT00000090934"
"1"	121380082	121465430	"+"	"MSTRG.633.8"	" MSTRG.633"	" o"	" AABR07003941.7"	" ENSRNOT00000090934"
